# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2009-08-13 17:36:56 EDT
#
# Data for the following site(s) are contained in this file
#    USGS 08173000 Plum Ck nr Luling, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08173000
#    DD parameter statistic   Description
#    02   00060     00001     Discharge, cubic feet per second (Maximum)
#    02   00060     00002     Discharge, cubic feet per second (Minimum)
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00001	02_00060_00001_cd	02_00060_00002	02_00060_00002_cd	02_00060_00003	02_00060_00003_cd
USGS	08173000	1950-02-18					11	A
USGS	08173000	1950-02-19					9.6	A
USGS	08173000	1950-02-20					9.0	A
USGS	08173000	1950-02-21					14	A
USGS	08173000	1950-02-22					21	A
USGS	08173000	1950-02-23					13	A
USGS	08173000	1950-02-24					9.0	A
USGS	08173000	1950-02-25					8.0	A
USGS	08173000	1950-02-26					7.6	A
USGS	08173000	1950-02-27					7.6	A
USGS	08173000	1950-02-28					12	A
USGS	08173000	1950-03-01					7.3	A
USGS	08173000	1950-03-02					6.9	A
USGS	08173000	1950-03-03					6.9	A
USGS	08173000	1950-03-04					9.0	A
USGS	08173000	1950-03-05					8.0	A
USGS	08173000	1950-03-06					7.3	A
USGS	08173000	1950-03-07					7.3	A
USGS	08173000	1950-03-08					7.3	A
USGS	08173000	1950-03-09					6.9	A
USGS	08173000	1950-03-10					6.9	A
USGS	08173000	1950-03-11					7.3	A
USGS	08173000	1950-03-12					7.6	A
USGS	08173000	1950-03-13					12	A
USGS	08173000	1950-03-14					8.5	A
USGS	08173000	1950-03-15					7.6	A
USGS	08173000	1950-03-16					6.9	A
USGS	08173000	1950-03-17					6.9	A
USGS	08173000	1950-03-18					6.9	A
USGS	08173000	1950-03-19					6.9	A
USGS	08173000	1950-03-20					6.6	A
USGS	08173000	1950-03-21					5.9	A
USGS	08173000	1950-03-22					7.6	A
USGS	08173000	1950-03-23					5.3	A
USGS	08173000	1950-03-24					5.0	A
USGS	08173000	1950-03-25					5.0	A
USGS	08173000	1950-03-26					5.0	A
USGS	08173000	1950-03-27					4.4	A
USGS	08173000	1950-03-28					3.8	A
USGS	08173000	1950-03-29					3.2	A
USGS	08173000	1950-03-30					3.0	A
USGS	08173000	1950-03-31					3.0	A
USGS	08173000	1950-04-01					5.0	A
USGS	08173000	1950-04-02					4.1	A
USGS	08173000	1950-04-03					5.9	A
USGS	08173000	1950-04-04					5.6	A
USGS	08173000	1950-04-05					6.2	A
USGS	08173000	1950-04-06					3.8	A
USGS	08173000	1950-04-07					3.2	A
USGS	08173000	1950-04-08					3.2	A
USGS	08173000	1950-04-09					3.2	A
USGS	08173000	1950-04-10					3.2	A
USGS	08173000	1950-04-11					3.2	A
USGS	08173000	1950-04-12					3.2	A
USGS	08173000	1950-04-13					3.5	A
USGS	08173000	1950-04-14					9.2	A
USGS	08173000	1950-04-15					9.0	A
USGS	08173000	1950-04-16					62	A
USGS	08173000	1950-04-17					1010	A
USGS	08173000	1950-04-18					84	A
USGS	08173000	1950-04-19					5.9	A
USGS	08173000	1950-04-20					4.1	A
USGS	08173000	1950-04-21					4.7	A
USGS	08173000	1950-04-22					5.6	A
USGS	08173000	1950-04-23					30	A
USGS	08173000	1950-04-24					2030	A
USGS	08173000	1950-04-25					1110	A
USGS	08173000	1950-04-26					61	A
USGS	08173000	1950-04-27					30	A
USGS	08173000	1950-04-28					19	A
USGS	08173000	1950-04-29					16	A
USGS	08173000	1950-04-30					14	A
USGS	08173000	1950-05-01					12	A
USGS	08173000	1950-05-02					11	A
USGS	08173000	1950-05-03					10	A
USGS	08173000	1950-05-04					8.5	A
USGS	08173000	1950-05-05					8.0	A
USGS	08173000	1950-05-06					7.3	A
USGS	08173000	1950-05-07					6.6	A
USGS	08173000	1950-05-08					6.6	A
USGS	08173000	1950-05-09					6.2	A
USGS	08173000	1950-05-10					5.6	A
USGS	08173000	1950-05-11					5.6	A
USGS	08173000	1950-05-12					7.3	A
USGS	08173000	1950-05-13					8.0	A
USGS	08173000	1950-05-14					227	A
USGS	08173000	1950-05-15					61	A
USGS	08173000	1950-05-16					16	A
USGS	08173000	1950-05-17					9.0	A
USGS	08173000	1950-05-18					6.6	A
USGS	08173000	1950-05-19					5.3	A
USGS	08173000	1950-05-20					4.7	A
USGS	08173000	1950-05-21					4.4	A
USGS	08173000	1950-05-22					4.1	A
USGS	08173000	1950-05-23					3.8	A
USGS	08173000	1950-05-24					3.8	A
USGS	08173000	1950-05-25					5.3	A
USGS	08173000	1950-05-26					7.4	A
USGS	08173000	1950-05-27					696	A
USGS	08173000	1950-05-28					118	A
USGS	08173000	1950-05-29					19	A
USGS	08173000	1950-05-30					9.0	A
USGS	08173000	1950-05-31					6.9	A
USGS	08173000	1950-06-01					1020	A
USGS	08173000	1950-06-02					3080	A
USGS	08173000	1950-06-03					10400	A
USGS	08173000	1950-06-04					1260	A
USGS	08173000	1950-06-05					78	A
USGS	08173000	1950-06-06					145	A
USGS	08173000	1950-06-07					109	A
USGS	08173000	1950-06-08					42	A
USGS	08173000	1950-06-09					29	A
USGS	08173000	1950-06-10					23	A
USGS	08173000	1950-06-11					18	A
USGS	08173000	1950-06-12					16	A
USGS	08173000	1950-06-13					14	A
USGS	08173000	1950-06-14					12	A
USGS	08173000	1950-06-15					11	A
USGS	08173000	1950-06-16					11	A
USGS	08173000	1950-06-17					9.0	A
USGS	08173000	1950-06-18					9.0	A
USGS	08173000	1950-06-19					8.5	A
USGS	08173000	1950-06-20					8.5	A
USGS	08173000	1950-06-21					8.5	A
USGS	08173000	1950-06-22					8.0	A
USGS	08173000	1950-06-23					8.5	A
USGS	08173000	1950-06-24					8.0	A
USGS	08173000	1950-06-25					7.6	A
USGS	08173000	1950-06-26					7.3	A
USGS	08173000	1950-06-27					7.3	A
USGS	08173000	1950-06-28					7.3	A
USGS	08173000	1950-06-29					6.6	A
USGS	08173000	1950-06-30					6.6	A
USGS	08173000	1950-07-01					12	A
USGS	08173000	1950-07-02					11	A
USGS	08173000	1950-07-03					11	A
USGS	08173000	1950-07-04					7.3	A
USGS	08173000	1950-07-05					6.6	A
USGS	08173000	1950-07-06					5.6	A
USGS	08173000	1950-07-07					5.3	A
USGS	08173000	1950-07-08					5.3	A
USGS	08173000	1950-07-09					5.0	A
USGS	08173000	1950-07-10					5.0	A
USGS	08173000	1950-07-11					5.0	A
USGS	08173000	1950-07-12					4.4	A
USGS	08173000	1950-07-13					47	A
USGS	08173000	1950-07-14					263	A
USGS	08173000	1950-07-15					518	A
USGS	08173000	1950-07-16					82	A
USGS	08173000	1950-07-17					19	A
USGS	08173000	1950-07-18					11	A
USGS	08173000	1950-07-19					8.0	A
USGS	08173000	1950-07-20					6.9	A
USGS	08173000	1950-07-21					5.6	A
USGS	08173000	1950-07-22					5.3	A
USGS	08173000	1950-07-23					5.0	A
USGS	08173000	1950-07-24					5.3	A
USGS	08173000	1950-07-25					5.0	A
USGS	08173000	1950-07-26					4.7	A
USGS	08173000	1950-07-27					4.1	A
USGS	08173000	1950-07-28					4.1	A
USGS	08173000	1950-07-29					3.2	A
USGS	08173000	1950-07-30					3.2	A
USGS	08173000	1950-07-31					3.0	A
USGS	08173000	1950-08-01					4.4	A
USGS	08173000	1950-08-02					3.5	A
USGS	08173000	1950-08-03					2.3	A
USGS	08173000	1950-08-04					2.1	A
USGS	08173000	1950-08-05					1.9	A
USGS	08173000	1950-08-06					1.8	A
USGS	08173000	1950-08-07					1.6	A
USGS	08173000	1950-08-08					1.4	A
USGS	08173000	1950-08-09					1.4	A
USGS	08173000	1950-08-10					1.3	A
USGS	08173000	1950-08-11					1.3	A
USGS	08173000	1950-08-12					1.3	A
USGS	08173000	1950-08-13					1.4	A
USGS	08173000	1950-08-14					1.3	A
USGS	08173000	1950-08-15					1.3	A
USGS	08173000	1950-08-16					1.3	A
USGS	08173000	1950-08-17					1.3	A
USGS	08173000	1950-08-18					3.0	A
USGS	08173000	1950-08-19					2.3	A
USGS	08173000	1950-08-20					1.0	A
USGS	08173000	1950-08-21					0.90	A
USGS	08173000	1950-08-22					0.80	A
USGS	08173000	1950-08-23					0.80	A
USGS	08173000	1950-08-24					0.70	A
USGS	08173000	1950-08-25					0.60	A
USGS	08173000	1950-08-26					0.40	A
USGS	08173000	1950-08-27					0.30	A
USGS	08173000	1950-08-28					0.90	A
USGS	08173000	1950-08-29					1.2	A
USGS	08173000	1950-08-30					1.0	A
USGS	08173000	1950-08-31					0.90	A
USGS	08173000	1950-09-01					3.0	A
USGS	08173000	1950-09-02					2.8	A
USGS	08173000	1950-09-03					1.2	A
USGS	08173000	1950-09-04					1.0	A
USGS	08173000	1950-09-05					1.4	A
USGS	08173000	1950-09-06					2.8	A
USGS	08173000	1950-09-07					3.8	A
USGS	08173000	1950-09-08					2.1	A
USGS	08173000	1950-09-09					1.8	A
USGS	08173000	1950-09-10					1.2	A
USGS	08173000	1950-09-11					1.9	A
USGS	08173000	1950-09-12					7.3	A
USGS	08173000	1950-09-13					4.1	A
USGS	08173000	1950-09-14					2.3	A
USGS	08173000	1950-09-15					1.8	A
USGS	08173000	1950-09-16					1.6	A
USGS	08173000	1950-09-17					6.7	A
USGS	08173000	1950-09-18					3.2	A
USGS	08173000	1950-09-19					2.3	A
USGS	08173000	1950-09-20					2.1	A
USGS	08173000	1950-09-21					4.1	A
USGS	08173000	1950-09-22					3.0	A
USGS	08173000	1950-09-23					1.9	A
USGS	08173000	1950-09-24					1.4	A
USGS	08173000	1950-09-25					1.4	A
USGS	08173000	1950-09-26					1.6	A
USGS	08173000	1950-09-27					2.5	A
USGS	08173000	1950-09-28					3.0	A
USGS	08173000	1950-09-29					2.7	A
USGS	08173000	1950-09-30					2.3	A
USGS	08173000	1950-10-01					2.3	A
USGS	08173000	1950-10-02					2.3	A
USGS	08173000	1950-10-03					1.9	A
USGS	08173000	1950-10-04					1.6	A
USGS	08173000	1950-10-05					1.4	A
USGS	08173000	1950-10-06					1.3	A
USGS	08173000	1950-10-07					1.4	A
USGS	08173000	1950-10-08					1.3	A
USGS	08173000	1950-10-09					1.3	A
USGS	08173000	1950-10-10					1.2	A
USGS	08173000	1950-10-11					1.0	A
USGS	08173000	1950-10-12					1.0	A
USGS	08173000	1950-10-13					0.90	A
USGS	08173000	1950-10-14					0.80	A
USGS	08173000	1950-10-15					1.0	A
USGS	08173000	1950-10-16					1.0	A
USGS	08173000	1950-10-17					1.0	A
USGS	08173000	1950-10-18					0.90	A
USGS	08173000	1950-10-19					0.80	A
USGS	08173000	1950-10-20					0.90	A
USGS	08173000	1950-10-21					1.0	A
USGS	08173000	1950-10-22					1.2	A
USGS	08173000	1950-10-23					1.3	A
USGS	08173000	1950-10-24					0.80	A
USGS	08173000	1950-10-25					1.0	A
USGS	08173000	1950-10-26					0.80	A
USGS	08173000	1950-10-27					0.80	A
USGS	08173000	1950-10-28					0.80	A
USGS	08173000	1950-10-29					0.90	A
USGS	08173000	1950-10-30					1.0	A
USGS	08173000	1950-10-31					1.0	A
USGS	08173000	1950-11-01					1.1	A
USGS	08173000	1950-11-02					1.0	A
USGS	08173000	1950-11-03					0.90	A
USGS	08173000	1950-11-04					0.60	A
USGS	08173000	1950-11-05					0.70	A
USGS	08173000	1950-11-06					2.1	A
USGS	08173000	1950-11-07					1.9	A
USGS	08173000	1950-11-08					1.8	A
USGS	08173000	1950-11-09					1.6	A
USGS	08173000	1950-11-10					1.3	A
USGS	08173000	1950-11-11					1.3	A
USGS	08173000	1950-11-12					1.3	A
USGS	08173000	1950-11-13					1.9	A
USGS	08173000	1950-11-14					2.5	A
USGS	08173000	1950-11-15					2.7	A
USGS	08173000	1950-11-16					2.7	A
USGS	08173000	1950-11-17					2.7	A
USGS	08173000	1950-11-18					2.7	A
USGS	08173000	1950-11-19					2.3	A
USGS	08173000	1950-11-20					2.1	A
USGS	08173000	1950-11-21					2.3	A
USGS	08173000	1950-11-22					2.3	A
USGS	08173000	1950-11-23					2.3	A
USGS	08173000	1950-11-24					2.3	A
USGS	08173000	1950-11-25					2.5	A
USGS	08173000	1950-11-26					2.5	A
USGS	08173000	1950-11-27					2.5	A
USGS	08173000	1950-11-28					2.7	A
USGS	08173000	1950-11-29					3.2	A
USGS	08173000	1950-11-30					3.0	A
USGS	08173000	1950-12-01					3.2	A
USGS	08173000	1950-12-02					3.5	A
USGS	08173000	1950-12-03					3.2	A
USGS	08173000	1950-12-04					3.0	A
USGS	08173000	1950-12-05					2.7	A
USGS	08173000	1950-12-06					2.3	A
USGS	08173000	1950-12-07					2.3	A
USGS	08173000	1950-12-08					2.3	A
USGS	08173000	1950-12-09					2.5	A
USGS	08173000	1950-12-10					2.5	A
USGS	08173000	1950-12-11					2.5	A
USGS	08173000	1950-12-12					2.5	A
USGS	08173000	1950-12-13					2.5	A
USGS	08173000	1950-12-14					2.5	A
USGS	08173000	1950-12-15					2.5	A
USGS	08173000	1950-12-16					2.5	A
USGS	08173000	1950-12-17					2.5	A
USGS	08173000	1950-12-18					2.5	A
USGS	08173000	1950-12-19					2.5	A
USGS	08173000	1950-12-20					2.5	A
USGS	08173000	1950-12-21					2.5	A
USGS	08173000	1950-12-22					2.7	A
USGS	08173000	1950-12-23					2.7	A
USGS	08173000	1950-12-24					2.7	A
USGS	08173000	1950-12-25					2.7	A
USGS	08173000	1950-12-26					2.7	A
USGS	08173000	1950-12-27					2.7	A
USGS	08173000	1950-12-28					2.7	A
USGS	08173000	1950-12-29					2.8	A
USGS	08173000	1950-12-30					2.8	A
USGS	08173000	1950-12-31					2.8	A
USGS	08173000	1951-01-01					2.8	A
USGS	08173000	1951-01-02					3.0	A
USGS	08173000	1951-01-03					3.0	A
USGS	08173000	1951-01-04					3.0	A
USGS	08173000	1951-01-05					3.2	A
USGS	08173000	1951-01-06					3.2	A
USGS	08173000	1951-01-07					3.2	A
USGS	08173000	1951-01-08					3.0	A
USGS	08173000	1951-01-09					3.0	A
USGS	08173000	1951-01-10					3.2	A
USGS	08173000	1951-01-11					3.5	A
USGS	08173000	1951-01-12					3.8	A
USGS	08173000	1951-01-13					5.3	A
USGS	08173000	1951-01-14					4.1	A
USGS	08173000	1951-01-15					3.8	A
USGS	08173000	1951-01-16					3.8	A
USGS	08173000	1951-01-17					3.8	A
USGS	08173000	1951-01-18					3.8	A
USGS	08173000	1951-01-19					3.8	A
USGS	08173000	1951-01-20					4.1	A
USGS	08173000	1951-01-21					4.1	A
USGS	08173000	1951-01-22					3.8	A
USGS	08173000	1951-01-23					3.8	A
USGS	08173000	1951-01-24					3.2	A
USGS	08173000	1951-01-25					3.5	A
USGS	08173000	1951-01-26					3.8	A
USGS	08173000	1951-01-27					4.4	A
USGS	08173000	1951-01-28					4.7	A
USGS	08173000	1951-01-29					4.4	A
USGS	08173000	1951-01-30					4.1	A
USGS	08173000	1951-01-31					4.1	A
USGS	08173000	1951-02-01					3.8	A
USGS	08173000	1951-02-02					3.8	A
USGS	08173000	1951-02-03					4.1	A
USGS	08173000	1951-02-04					5.0	A
USGS	08173000	1951-02-05					5.0	A
USGS	08173000	1951-02-06					4.7	A
USGS	08173000	1951-02-07					3.8	A
USGS	08173000	1951-02-08					3.2	A
USGS	08173000	1951-02-09					3.0	A
USGS	08173000	1951-02-10					3.2	A
USGS	08173000	1951-02-11					3.0	A
USGS	08173000	1951-02-12					3.0	A
USGS	08173000	1951-02-13					3.0	A
USGS	08173000	1951-02-14					4.4	A
USGS	08173000	1951-02-15					6.9	A
USGS	08173000	1951-02-16					5.3	A
USGS	08173000	1951-02-17					2.8	A
USGS	08173000	1951-02-18					2.8	A
USGS	08173000	1951-02-19					3.5	A
USGS	08173000	1951-02-20					3.5	A
USGS	08173000	1951-02-21					2.3	A
USGS	08173000	1951-02-22					2.3	A
USGS	08173000	1951-02-23					2.7	A
USGS	08173000	1951-02-24					3.0	A
USGS	08173000	1951-02-25					3.0	A
USGS	08173000	1951-02-26					3.2	A
USGS	08173000	1951-02-27					3.2	A
USGS	08173000	1951-02-28					3.5	A
USGS	08173000	1951-03-01					3.5	A
USGS	08173000	1951-03-02					3.5	A
USGS	08173000	1951-03-03					3.8	A
USGS	08173000	1951-03-04					3.8	A
USGS	08173000	1951-03-05					3.8	A
USGS	08173000	1951-03-06					4.4	A
USGS	08173000	1951-03-07					4.7	A
USGS	08173000	1951-03-08					5.3	A
USGS	08173000	1951-03-09					5.3	A
USGS	08173000	1951-03-10					5.3	A
USGS	08173000	1951-03-11					4.7	A
USGS	08173000	1951-03-12					3.8	A
USGS	08173000	1951-03-13					3.2	A
USGS	08173000	1951-03-14					4.1	A
USGS	08173000	1951-03-15					3.2	A
USGS	08173000	1951-03-16					3.5	A
USGS	08173000	1951-03-17					3.8	A
USGS	08173000	1951-03-18					3.5	A
USGS	08173000	1951-03-19					3.2	A
USGS	08173000	1951-03-20					2.8	A
USGS	08173000	1951-03-21					2.8	A
USGS	08173000	1951-03-22					3.2	A
USGS	08173000	1951-03-23					3.8	A
USGS	08173000	1951-03-24					2.7	A
USGS	08173000	1951-03-25					2.5	A
USGS	08173000	1951-03-26					4.4	A
USGS	08173000	1951-03-27					14	A
USGS	08173000	1951-03-28					79	A
USGS	08173000	1951-03-29					49	A
USGS	08173000	1951-03-30					12	A
USGS	08173000	1951-03-31					7.3	A
USGS	08173000	1951-04-01					6.6	A
USGS	08173000	1951-04-02					5.9	A
USGS	08173000	1951-04-03					5.6	A
USGS	08173000	1951-04-04					5.3	A
USGS	08173000	1951-04-05					5.3	A
USGS	08173000	1951-04-06					5.3	A
USGS	08173000	1951-04-07					13	A
USGS	08173000	1951-04-08					5.6	A
USGS	08173000	1951-04-09					5.3	A
USGS	08173000	1951-04-10					5.0	A
USGS	08173000	1951-04-11					4.7	A
USGS	08173000	1951-04-12					4.4	A
USGS	08173000	1951-04-13					3.8	A
USGS	08173000	1951-04-14					4.1	A
USGS	08173000	1951-04-15					4.1	A
USGS	08173000	1951-04-16					3.8	A
USGS	08173000	1951-04-17					3.5	A
USGS	08173000	1951-04-18					3.5	A
USGS	08173000	1951-04-19					3.5	A
USGS	08173000	1951-04-20					3.5	A
USGS	08173000	1951-04-21					3.2	A
USGS	08173000	1951-04-22					3.0	A
USGS	08173000	1951-04-23					2.8	A
USGS	08173000	1951-04-24					2.8	A
USGS	08173000	1951-04-25					3.0	A
USGS	08173000	1951-04-26					3.2	A
USGS	08173000	1951-04-27					3.5	A
USGS	08173000	1951-04-28					2.8	A
USGS	08173000	1951-04-29					2.7	A
USGS	08173000	1951-04-30					2.3	A
USGS	08173000	1951-05-01					1.9	A
USGS	08173000	1951-05-02					52	A
USGS	08173000	1951-05-03					111	A
USGS	08173000	1951-05-04					15	A
USGS	08173000	1951-05-05					78	A
USGS	08173000	1951-05-06					51	A
USGS	08173000	1951-05-07					14	A
USGS	08173000	1951-05-08					9.0	A
USGS	08173000	1951-05-09					6.9	A
USGS	08173000	1951-05-10					5.3	A
USGS	08173000	1951-05-11					5.0	A
USGS	08173000	1951-05-12					5.0	A
USGS	08173000	1951-05-13					3.2	A
USGS	08173000	1951-05-14					2.8	A
USGS	08173000	1951-05-15					3.2	A
USGS	08173000	1951-05-16					104	A
USGS	08173000	1951-05-17					69	A
USGS	08173000	1951-05-18					25	A
USGS	08173000	1951-05-19					16	A
USGS	08173000	1951-05-20					13	A
USGS	08173000	1951-05-21					11	A
USGS	08173000	1951-05-22					8.0	A
USGS	08173000	1951-05-23					7.3	A
USGS	08173000	1951-05-24					9.0	A
USGS	08173000	1951-05-25					11	A
USGS	08173000	1951-05-26					12	A
USGS	08173000	1951-05-27					9.0	A
USGS	08173000	1951-05-28					7.3	A
USGS	08173000	1951-05-29					6.6	A
USGS	08173000	1951-05-30					6.2	A
USGS	08173000	1951-05-31					5.0	A
USGS	08173000	1951-06-01					4.1	A
USGS	08173000	1951-06-02					3.8	A
USGS	08173000	1951-06-03					2000	A
USGS	08173000	1951-06-04					8020	A
USGS	08173000	1951-06-05					577	A
USGS	08173000	1951-06-06					56	A
USGS	08173000	1951-06-07					25	A
USGS	08173000	1951-06-08					19	A
USGS	08173000	1951-06-09					16	A
USGS	08173000	1951-06-10					15	A
USGS	08173000	1951-06-11					13	A
USGS	08173000	1951-06-12					36	A
USGS	08173000	1951-06-13					1540	A
USGS	08173000	1951-06-14					296	A
USGS	08173000	1951-06-15					22	A
USGS	08173000	1951-06-16					12	A
USGS	08173000	1951-06-17					8.0	A
USGS	08173000	1951-06-18					6.9	A
USGS	08173000	1951-06-19					5.9	A
USGS	08173000	1951-06-20					5.0	A
USGS	08173000	1951-06-21					4.4	A
USGS	08173000	1951-06-22					4.4	A
USGS	08173000	1951-06-23					3.8	A
USGS	08173000	1951-06-24					3.2	A
USGS	08173000	1951-06-25					3.5	A
USGS	08173000	1951-06-26					3.5	A
USGS	08173000	1951-06-27					3.2	A
USGS	08173000	1951-06-28					2.8	A
USGS	08173000	1951-06-29					2.7	A
USGS	08173000	1951-06-30					2.7	A
USGS	08173000	1951-07-01					2.3	A
USGS	08173000	1951-07-02					2.1	A
USGS	08173000	1951-07-03					2.1	A
USGS	08173000	1951-07-04					1.9	A
USGS	08173000	1951-07-05					1.9	A
USGS	08173000	1951-07-06					1.6	A
USGS	08173000	1951-07-07					1.4	A
USGS	08173000	1951-07-08					1.4	A
USGS	08173000	1951-07-09					1.4	A
USGS	08173000	1951-07-10					1.3	A
USGS	08173000	1951-07-11					1.4	A
USGS	08173000	1951-07-12					1.4	A
USGS	08173000	1951-07-13					1.2	A
USGS	08173000	1951-07-14					1.2	A
USGS	08173000	1951-07-15					1.2	A
USGS	08173000	1951-07-16					1.2	A
USGS	08173000	1951-07-17					1.1	A
USGS	08173000	1951-07-18					1.0	A
USGS	08173000	1951-07-19					1.1	A
USGS	08173000	1951-07-20					1.1	A
USGS	08173000	1951-07-21					1.0	A
USGS	08173000	1951-07-22					0.80	A
USGS	08173000	1951-07-23					0.70	A
USGS	08173000	1951-07-24					0.50	A
USGS	08173000	1951-07-25					0.50	A
USGS	08173000	1951-07-26					0.40	A
USGS	08173000	1951-07-27					0.40	A
USGS	08173000	1951-07-28					0.40	A
USGS	08173000	1951-07-29					0.40	A
USGS	08173000	1951-07-30					0.30	A
USGS	08173000	1951-07-31					0.20	A
USGS	08173000	1951-08-01					0.20	A
USGS	08173000	1951-08-02					0.20	A
USGS	08173000	1951-08-03					0.20	A
USGS	08173000	1951-08-04					0.20	A
USGS	08173000	1951-08-05					0.20	A
USGS	08173000	1951-08-06					0.20	A
USGS	08173000	1951-08-07					0.10	A
USGS	08173000	1951-08-08					0.00	A
USGS	08173000	1951-08-09					0.00	A
USGS	08173000	1951-08-10					0.00	A
USGS	08173000	1951-08-11					0.00	A
USGS	08173000	1951-08-12					0.00	A
USGS	08173000	1951-08-13					0.00	A
USGS	08173000	1951-08-14					0.00	A
USGS	08173000	1951-08-15					0.00	A
USGS	08173000	1951-08-16					0.00	A
USGS	08173000	1951-08-17					0.00	A
USGS	08173000	1951-08-18					0.00	A
USGS	08173000	1951-08-19					1.2	A
USGS	08173000	1951-08-20					0.80	A
USGS	08173000	1951-08-21					1.9	A
USGS	08173000	1951-08-22					0.80	A
USGS	08173000	1951-08-23					0.50	A
USGS	08173000	1951-08-24					0.40	A
USGS	08173000	1951-08-25					0.30	A
USGS	08173000	1951-08-26					0.40	A
USGS	08173000	1951-08-27					0.30	A
USGS	08173000	1951-08-28					0.20	A
USGS	08173000	1951-08-29					0.20	A
USGS	08173000	1951-08-30					0.20	A
USGS	08173000	1951-08-31					0.20	A
USGS	08173000	1951-09-01					0.10	A
USGS	08173000	1951-09-02					0.10	A
USGS	08173000	1951-09-03					0.00	A
USGS	08173000	1951-09-04					0.00	A
USGS	08173000	1951-09-05					0.00	A
USGS	08173000	1951-09-06					0.00	A
USGS	08173000	1951-09-07					0.00	A
USGS	08173000	1951-09-08					0.00	A
USGS	08173000	1951-09-09					0.00	A
USGS	08173000	1951-09-10					0.00	A
